user_time,user_id,movie_id,movie_title,year,minute
2024-09-10T08:39:20,66941,even+the+rain+2010,even the rain,2010,47
2024-09-10T08:39:20,31840,toy+story+1995,toy story,1995,5
2024-09-10T08:39:20,72564,arctic+blast+2010,arctic blast,2010,15
2024-09-10T08:39:20,69933,cooking+up+dreams+2009,cooking up dreams,2009,17
2024-09-10T08:39:20,56157,secrets+of+eden+2012,secrets of eden,2012,13
2024-09-10T08:39:20,34272,harry+potter+and+the+goblet+of+fire+2005,harry potter and the goblet of fire,2005,57
2024-09-10T08:39:20,71921,the+devils+backbone+2001,the devils backbone,2001,61
2024-09-10T08:39:20,70836,the+avengers+2012,the avengers,2012,74
2024-09-10T08:39:20,114508,nausica+of+the+valley+of+the+wind+1984,nausica of the valley of the wind,1984,63
2024-09-10T08:39:20,120244,star+wars+episode+i+-+the+phantom+menace+1999,star wars episode i - the phantom menace,1999,84
2024-09-10T08:39:20,60386,chilly+scenes+of+winter+1979,chilly scenes of winter,1979,35
2024-09-10T08:39:20,27719,se7en+1995,se7en,1995,70
2024-09-10T08:39:20,3275,20th+century+boys+-+chapter+1+beginning+of+the+end+2008,20th century boys - chapter 1 beginning of the end,2008,91
2024-09-10T08:39:20,125279,the+count+of+monte+cristo+1954,the count of monte cristo,1954,172
2024-09-10T08:39:20,108999,the+shawshank+redemption+1994,the shawshank redemption,1994,80
2024-09-10T08:39:20,129258,mr.+3000+2004,mr. 3000,2004,13
2024-09-10T08:39:20,80316,paan+singh+tomar+2012,paan singh tomar,2012,93
2024-09-10T08:39:21,27853,safety+last+1923,safety last,1923,17
2024-09-10T08:39:21,12577,born+rich+2003,born rich,2003,3
2024-09-10T08:39:21,32650,mildred+pierce+2011,mildred pierce,2011,83
2024-09-10T08:39:21,144453,asterix+vs.+caesar+1985,asterix vs. caesar,1985,46
2024-09-10T08:39:21,49499,raiders+of+the+lost+ark+1981,raiders of the lost ark,1981,91
2024-09-10T08:39:21,61397,shoah+1985,shoah,1985,48
2024-09-10T08:39:21,58977,red+cliff+part+ii+2009,red cliff part ii,2009,13
2024-09-10T08:39:21,77157,the+defiant+ones+1958,the defiant ones,1958,87
2024-09-10T08:39:21,132001,highway+61+1991,highway 61,1991,44
2024-09-10T08:39:21,87222,die+hard+1988,die hard,1988,71
2024-09-10T08:39:21,22710,the+wolf+of+wall+street+2013,the wolf of wall street,2013,128
2024-09-10T08:39:21,142364,wild+boys+of+the+road+1933,wild boys of the road,1933,68
2024-09-10T08:39:21,55366,the+terminator+1984,the terminator,1984,0
2024-09-10T08:39:21,19399,sylvia+scarlett+1935,sylvia scarlett,1935,17
2024-09-10T08:39:21,57740,looking+for+eric+2009,looking for eric,2009,19
2024-09-10T08:39:21,117405,forrest+gump+1994,forrest gump,1994,42
2024-09-10T08:39:21,133911,harry+potter+and+the+half-blood+prince+2009,harry potter and the half-blood prince,2009,20
2024-09-10T08:39:21,43829,funeral+parade+of+roses+1969,funeral parade of roses,1969,62
2024-09-10T08:39:21,129132,the+bad+lieutenant+port+of+call+-+new+orleans+2009,the bad lieutenant port of call - new orleans,2009,66
2024-09-10T08:39:21,131758,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,77
2024-09-10T08:39:21,121433,harry+potter+and+the+deathly+hallows+part+1+2010,harry potter and the deathly hallows part 1,2010,146
2024-09-10T08:39:21,146481,fight+club+1999,fight club,1999,86
2024-09-10T08:39:21,82038,the+day+the+earth+stood+still+1951,the day the earth stood still,1951,20
2024-09-10T08:39:21,7582,mister+roberts+1955,mister roberts,1955,17
2024-09-10T08:39:21,70393,two+times+lotte+1950,two times lotte,1950,35
2024-09-10T08:39:21,60594,thieves+like+us+1974,thieves like us,1974,69
2024-09-10T08:39:21,20914,beauty+and+the+beast+1991,beauty and the beast,1991,68
2024-09-10T08:39:21,84065,nausica+of+the+valley+of+the+wind+1984,nausica of the valley of the wind,1984,105
2024-09-10T08:39:21,87124,akira+1988,akira,1988,77
2024-09-10T08:39:21,137235,meteor+2009,meteor,2009,90
2024-09-10T08:39:21,57814,pinocchio+1940,pinocchio,1940,52
2024-09-10T08:39:21,21337,them+2006,them,2006,23
2024-09-10T08:39:21,35276,dollars+1971,dollars,1971,104
2024-09-10T08:39:21,76906,leon+the+professional+1994,leon the professional,1994,3
2024-09-10T08:39:21,105616,midnight+in+paris+2011,midnight in paris,2011,23
2024-09-10T08:39:22,131260,el+cid+1961,el cid,1961,41
2024-09-10T08:39:22,96216,family+plot+1976,family plot,1976,37
2024-09-10T08:39:22,131019,vizontele+2001,vizontele,2001,64
2024-09-10T08:39:22,130844,airport+1970,airport,1970,55
2024-09-10T08:39:22,19710,harry+potter+and+the+deathly+hallows+part+2+2011,harry potter and the deathly hallows part 2,2011,113
2024-09-10T08:39:22,108165,maleficent+2014,maleficent,2014,24
2024-09-10T08:39:22,74829,wreck-it+ralph+2012,wreck-it ralph,2012,13
2024-09-10T08:39:22,68296,the+violent+professionals+1973,the violent professionals,1973,96
2024-09-10T08:39:22,61146,end+of+the+game+1975,end of the game,1975,95
2024-09-10T08:39:22,70924,pope+joan+2009,pope joan,2009,72
2024-09-10T08:39:22,79105,apollo+13+1995,apollo 13,1995,139
2024-09-10T08:39:22,14779,mcq+1974,mcq,1974,34
2024-09-10T08:39:22,69498,a+simple+life+2011,a simple life,2011,40
2024-09-10T08:39:22,57254,a+tale+of+two+sisters+2003,a tale of two sisters,2003,60
2024-09-10T08:39:22,31558,thunderbolt+and+lightfoot+1974,thunderbolt and lightfoot,1974,85
2024-09-10T08:39:22,34619,the+hobbit+the+battle+of+the+five+armies+2014,the hobbit the battle of the five armies,2014,59
2024-09-10T08:39:22,57074,the+nuns+story+1959,the nuns story,1959,105
2024-09-10T08:39:22,101299,wreck-it+ralph+2012,wreck-it ralph,2012,46
2024-09-10T08:39:22,27801,the+godfather+1972,the godfather,1972,86
2024-09-10T08:39:22,20204,the+hunchback+of+notre+dame+1996,the hunchback of notre dame,1996,36
2024-09-10T08:39:22,145994,unbroken+2014,unbroken,2014,8
2024-09-10T08:39:22,116110,the+terminator+1984,the terminator,1984,14
2024-09-10T08:39:22,76862,the+field+1990,the field,1990,77
2024-09-10T08:39:22,97405,days+of+wine+and+roses+1962,days of wine and roses,1962,66
2024-09-10T08:39:22,9735,full+metal+jacket+1987,full metal jacket,1987,38
2024-09-10T08:39:22,32683,e+a...+comeu+2012,e a... comeu,2012,41
2024-09-10T08:39:22,111463,professor+beware+1938,professor beware,1938,38
2024-09-10T08:39:22,74898,dangerous+liaisons+1988,dangerous liaisons,1988,58
2024-09-10T08:39:22,128437,the+barber+of+siberia+1998,the barber of siberia,1998,103
2024-09-10T08:39:22,40802,the+best+years+of+our+lives+1946,the best years of our lives,1946,97
2024-09-10T08:39:22,81881,iron+man+3+2013,iron man 3,2013,96
2024-09-10T08:39:22,147318,verbo+2011,verbo,2011,51
2024-09-10T08:39:22,146285,medicine+man+1992,medicine man,1992,87
2024-09-10T08:39:22,116953,the+message+1977,the message,1977,72
2024-09-10T08:39:22,20323,patton+1970,patton,1970,163
2024-09-10T08:39:22,100749,the+pacific+2010,the pacific,2010,168
2024-09-10T08:39:22,29615,niko+2+-+little+brother_+big+trouble+2012,niko 2 - little brother_ big trouble,2012,31
2024-09-10T08:39:22,60250,the+numbers+station+2013,the numbers station,2013,70
2024-09-10T08:39:22,43434,titanic+1997,titanic,1997,190
2024-09-10T08:39:22,27756,the+station+agent+2003,the station agent,2003,45
2024-09-10T08:39:22,57027,electrick+children+2012,electrick children,2012,25
2024-09-10T08:39:22,63663,the+green+mile+1999,the green mile,1999,101
2024-09-10T08:39:22,82133,saving+private+ryan+1998,saving private ryan,1998,84
2024-09-10T08:39:22,57358,the+gnome-mobile+1967,the gnome-mobile,1967,13
2024-09-10T08:39:22,96769,the+ramen+girl+2008,the ramen girl,2008,97
2024-09-10T08:39:22,102132,thomas+jefferson+1997,thomas jefferson,1997,67
2024-09-10T08:39:22,3150,american+pie+2+2001,american pie 2,2001,106
2024-09-10T08:39:22,51032,pageant+2008,pageant,2008,11
2024-09-10T08:39:23,104959,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,the lord of the rings the fellowship of the ring,2001,168
2024-09-10T08:39:23,81558,snakes+and+earrings+2008,snakes and earrings,2008,39
2024-09-10T08:39:23,136850,mystery+team+2009,mystery team,2009,15
2024-09-10T08:39:23,28230,bobby+fischer+against+the+world+2011,bobby fischer against the world,2011,61
2024-09-10T08:39:23,21446,hail+the+conquering+hero+1944,hail the conquering hero,1944,41
2024-09-10T08:39:23,139073,frank+herberts+children+of+dune+2003,frank herberts children of dune,2003,144
2024-09-10T08:39:23,72407,bambi+1942,bambi,1942,5
2024-09-10T08:39:23,56909,lightning+in+a+bottle+2004,lightning in a bottle,2004,13
2024-09-10T08:39:23,92190,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,165
2024-09-10T08:39:23,146387,mr.++mrs.+smith+2005,mr.  mrs. smith,2005,44
2024-09-10T08:39:23,97911,elf+2003,elf,2003,55
2024-09-10T08:39:23,87558,batman+begins+2005,batman begins,2005,27
2024-09-10T08:39:23,139113,bird+1988,bird,1988,140
2024-09-10T08:39:23,126863,the+lord+of+the+rings+the+return+of+the+king+2003,the lord of the rings the return of the king,2003,51
2024-09-10T08:39:23,110734,the+lion+king+1994,the lion king,1994,19
2024-09-10T08:39:23,99437,tangled+2010,tangled,2010,44
2024-09-10T08:39:23,140899,lincruste+2004,lincruste,2004,2
2024-09-10T08:39:23,117537,star+trek+iv+the+voyage+home+1986,star trek iv the voyage home,1986,53
2024-09-10T08:39:23,116487,the+dark+knight+2008,the dark knight,2008,69
2024-09-10T08:39:23,34773,legal+eagles+1986,legal eagles,1986,50
2024-09-10T08:39:23,100202,state+of+grace+1990,state of grace,1990,55
2024-09-10T08:39:23,109087,one+flew+over+the+cuckoos+nest+1975,one flew over the cuckoos nest,1975,130
2024-09-10T08:39:23,134945,my+neighbor+totoro+1988,my neighbor totoro,1988,10
2024-09-10T08:39:23,5210,scattered+clouds+1967,scattered clouds,1967,28
2024-09-10T08:39:23,132374,gattaca+1997,gattaca,1997,32
2024-09-10T08:39:23,123988,quantum+of+solace+2008,quantum of solace,2008,14
2024-09-10T08:39:23,84448,elfie+hopkins+2012,elfie hopkins,2012,5
2024-09-10T08:39:23,85134,the+crippled+masters+1979,the crippled masters,1979,9
2024-09-10T08:39:23,106892,star+wars+1977,star wars,1977,14
2024-09-10T08:39:23,26384,gladiator+2000,gladiator,2000,125
2024-09-10T08:39:23,99941,first+blood+1982,first blood,1982,28
2024-09-10T08:39:23,49718,the+shining+1980,the shining,1980,122
2024-09-10T08:39:23,93829,big+hero+6+2014,big hero 6,2014,88
2024-09-10T08:39:23,54503,hitchcock+2012,hitchcock,2012,73
2024-09-10T08:39:23,16613,mystic+river+2003,mystic river,2003,76
2024-09-10T08:39:23,138560,the+gods+must+be+crazy+1980,the gods must be crazy,1980,43
2024-09-10T08:39:23,129008,broadway+serenade+1939,broadway serenade,1939,77
2024-09-10T08:39:23,15359,carlos+2010,carlos,2010,262
2024-09-10T08:39:23,126680,the+insider+1999,the insider,1999,126
2024-09-10T08:39:23,142975,e.t.+the+extra-terrestrial+1982,e.t. the extra-terrestrial,1982,91
2024-09-10T08:39:23,149194,true+romance+1993,true romance,1993,82
2024-09-10T08:39:23,30709,the+godfather+1972,the godfather,1972,99
2024-09-10T08:39:23,12481,a+touch+of+spice+2003,a touch of spice,2003,97
2024-09-10T08:39:23,112628,i+accuse+1938,i accuse,1938,72
2024-09-10T08:39:23,69627,sabotage+1936,sabotage,1936,69
2024-09-10T08:39:23,7137,a+thousand+clowns+1965,a thousand clowns,1965,52
2024-09-10T08:39:23,41407,big+pun+the+legacy+2009,big pun the legacy,2009,9
2024-09-10T08:39:23,85578,oceans+eleven+2001,oceans eleven,2001,2
2024-09-10T08:39:23,51128,the+tiger+of+eschnapur+1959,the tiger of eschnapur,1959,100
2024-09-10T08:39:23,33251,mid-august+lunch+2008,mid-august lunch,2008,53
2024-09-10T08:39:23,45295,they+made+me+a+fugitive+1947,they made me a fugitive,1947,85
2024-09-10T08:39:23,98852,kill+bill+vol.+1+2003,kill bill vol. 1,2003,40
2024-09-10T08:39:24,64657,bad+education+2004,bad education,2004,33
2024-09-10T08:39:24,32245,the+glass+key+1942,the glass key,1942,0
2024-09-10T08:39:24,80322,scent+of+a+woman+1974,scent of a woman,1974,99
2024-09-10T08:39:24,111150,the+hobbit+the+battle+of+the+five+armies+2014,the hobbit the battle of the five armies,2014,31
2024-09-10T08:39:24,115157,virgin+stripped+bare+by+her+bachelors+2000,virgin stripped bare by her bachelors,2000,114
2024-09-10T08:39:24,38614,the+adventures+of+tarzan+1921,the adventures of tarzan,1921,6
2024-09-10T08:39:24,105833,summer+days+with+coo+2007,summer days with coo,2007,70
2024-09-10T08:39:24,112401,.45+2006,.45,2006,92
2024-09-10T08:39:24,73408,the+nuns+story+1959,the nuns story,1959,51
2024-09-10T08:39:24,130988,reeker+2005,reeker,2005,59
2024-09-10T08:39:24,47208,the+hobbit+an+unexpected+journey+2012,the hobbit an unexpected journey,2012,125
2024-09-10T08:39:24,80934,comedy+of+power+2006,comedy of power,2006,6
2024-09-10T08:39:24,107767,the+gold+rush+1925,the gold rush,1925,92
2024-09-10T08:39:24,20506,spring+breakers+2013,spring breakers,2013,17
2024-09-10T08:39:24,51680,leon+the+professional+1994,leon the professional,1994,14
2024-09-10T08:39:24,34149,ong-bak+the+thai+warrior+2003,ong-bak the thai warrior,2003,32
2024-09-10T08:39:24,34894,princess+mononoke+1997,princess mononoke,1997,113
2024-09-10T08:39:24,135555,harry+potter+and+the+prisoner+of+azkaban+2004,harry potter and the prisoner of azkaban,2004,7
2024-09-10T08:39:24,116703,howls+moving+castle+2004,howls moving castle,2004,99
2024-09-10T08:39:24,144183,three+days+of+the+condor+1975,three days of the condor,1975,73
2024-09-10T08:39:24,146666,runaway+train+1985,runaway train,1985,3
2024-09-10T08:39:24,59149,the+travelling+players+1975,the travelling players,1975,14
2024-09-10T08:39:24,13026,crazy+heart+2009,crazy heart,2009,52
2024-09-10T08:39:24,62004,alice+in+wonderland+1951,alice in wonderland,1951,51
2024-09-10T08:39:24,51050,the+missing+person+2009,the missing person,2009,26
2024-09-10T08:39:24,43746,the+razors+edge+1946,the razors edge,1946,98
2024-09-10T08:39:24,82740,about+face+supermodels+then+and+now+2012,about face supermodels then and now,2012,73
2024-09-10T08:39:24,102678,the+prize+winner+of+defiance_+ohio+2005,the prize winner of defiance_ ohio,2005,72
2024-09-10T08:39:24,35421,force+10+from+navarone+1978,force 10 from navarone,1978,51
2024-09-10T08:39:24,43204,from+russia+with+love+1963,from russia with love,1963,74
2024-09-10T08:39:24,12813,chain+of+command+2000,chain of command,2000,97
2024-09-10T08:39:24,75495,100+years+of+evil+2010,100 years of evil,2010,47
2024-09-10T08:39:24,15246,2009+lost+memories+2002,2009 lost memories,2002,104
2024-09-10T08:39:24,13209,clue+1985,clue,1985,34
2024-09-10T08:39:24,9592,stonehearst+asylum+2014,stonehearst asylum,2014,91
2024-09-10T08:39:24,5892,crazy+2005,crazy,2005,126
2024-09-10T08:39:24,79716,the+hobbit+an+unexpected+journey+2012,the hobbit an unexpected journey,2012,150
2024-09-10T08:39:24,83883,titanic+1997,titanic,1997,153
2024-09-10T08:39:24,15114,schultze+gets+the+blues+2003,schultze gets the blues,2003,100
2024-09-10T08:39:25,46049,the+godfather+1972,the godfather,1972,26
2024-09-10T08:39:25,49614,the+hobbit+an+unexpected+journey+2012,the hobbit an unexpected journey,2012,67
2024-09-10T08:39:25,44251,body+of+war+2007,body of war,2007,26
2024-09-10T08:39:25,72114,ikiru+1952,ikiru,1952,64
2024-09-10T08:39:25,9162,domino+2005,domino,2005,30
2024-09-10T08:39:25,11163,idlewild+2006,idlewild,2006,120
2024-09-10T08:39:25,9685,828+am+2010,828 am,2010,33
2024-09-10T08:39:25,72579,shrek+2+2004,shrek 2,2004,86
2024-09-10T08:39:25,73381,a+taste+of+honey+1961,a taste of honey,1961,99
2024-09-10T08:39:25,60997,all+the+presidents+men+1976,all the presidents men,1976,132
2024-09-10T08:39:25,75938,41+2012,41,2012,97
2024-09-10T08:39:25,97564,intolerance+loves+struggle+throughout+the+ages+1916,intolerance loves struggle throughout the ages,1916,198
2024-09-10T08:39:25,91077,the+mask+1994,the mask,1994,40
2024-09-10T08:39:25,99745,scarface+1983,scarface,1983,49
2024-09-10T08:39:25,72158,m+1931,m,1931,52
2024-09-10T08:39:25,127127,the+seventh+seal+1957,the seventh seal,1957,30
2024-09-10T08:39:25,56476,penny+dreadful+2006,penny dreadful,2006,56
2024-09-10T08:39:25,99708,frozen+2013,frozen,2013,46
2024-09-10T08:39:25,91528,constantine+2005,constantine,2005,26
2024-09-10T08:39:25,67422,back+to+the+future+1985,back to the future,1985,0
2024-09-10T08:39:25,92854,a+man+and+a+woman+1966,a man and a woman,1966,17
2024-09-10T08:39:25,27925,captains+courageous+1937,captains courageous,1937,83
2024-09-10T08:39:25,29876,tae+guk+gi+the+brotherhood+of+war+2004,tae guk gi the brotherhood of war,2004,48
2024-09-10T08:39:25,2033,its+a+wonderful+life+1946,its a wonderful life,1946,81
2024-09-10T08:39:25,5502,casino+royale+2006,casino royale,2006,29
2024-09-10T08:39:25,30450,permanent+record+1988,permanent record,1988,70
2024-09-10T08:39:25,113088,conan+the+barbarian+1982,conan the barbarian,1982,104
2024-09-10T08:39:25,131994,romance+in+manhattan+1935,romance in manhattan,1935,42
2024-09-10T08:39:25,76162,harry+potter+and+the+deathly+hallows+part+1+2010,harry potter and the deathly hallows part 1,2010,122
2024-09-10T08:39:25,132279,gravehopping+2005,gravehopping,2005,70
2024-09-10T08:39:25,77519,forrest+gump+1994,forrest gump,1994,92
2024-09-10T08:39:25,74093,the+way+way+back+2013,the way way back,2013,84
2024-09-10T08:39:25,52691,interstellar+2014,interstellar,2014,47
2024-09-10T08:39:25,112581,the+matrix+1999,the matrix,1999,117
2024-09-10T08:39:25,75902,howls+moving+castle+2004,howls moving castle,2004,110
2024-09-10T08:39:25,71680,shooting+dogs+2006,shooting dogs,2006,65
2024-09-10T08:39:25,21591,the+master+plan+2015,the master plan,2015,14
2024-09-10T08:39:25,70482,masculin+fminin+1966,masculin fminin,1966,83
2024-09-10T08:39:25,55342,the+librarian+quest+for+the+spear+2004,the librarian quest for the spear,2004,18
2024-09-10T08:39:25,5353,the+flight+of+the+phoenix+1965,the flight of the phoenix,1965,103
2024-09-10T08:39:26,13329,inception+2010,inception,2010,107
2024-09-10T08:39:26,37995,rain+man+1988,rain man,1988,25
2024-09-10T08:39:26,101134,here+comes+the+devil+2012,here comes the devil,2012,47
2024-09-10T08:39:26,29629,the+dark+knight+rises+2012,the dark knight rises,2012,106
2024-09-10T08:39:26,131298,kind+lady+1935,kind lady,1935,24
2024-09-10T08:39:26,101940,the+cat+returns+2002,the cat returns,2002,16
2024-09-10T08:39:26,47007,hellboy+ii+the+golden+army+2008,hellboy ii the golden army,2008,99
2024-09-10T08:39:26,146643,black+robe+1991,black robe,1991,2
2024-09-10T08:39:26,43742,m+1931,m,1931,79
2024-09-10T08:39:26,75211,death+proof+2007,death proof,2007,103
2024-09-10T08:39:26,87012,the+year+of+living+dangerously+1982,the year of living dangerously,1982,85
2024-09-10T08:39:26,52837,the+life+of+oharu+1952,the life of oharu,1952,55
2024-09-10T08:39:26,55646,run+for+cover+1955,run for cover,1955,46
2024-09-10T08:39:26,104012,the+perfect+human+1967,the perfect human,1967,9
2024-09-10T08:39:26,26425,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,pirates of the caribbean the curse of the black pearl,2003,111
2024-09-10T08:39:26,113679,scarface+1983,scarface,1983,64
2024-09-10T08:39:26,128183,exam+2009,exam,2009,46
2024-09-10T08:39:26,141148,yoo+hoo+mrs+goldberg+2009,yoo hoo mrs goldberg,2009,16
2024-09-10T08:39:26,91357,ratatouille+2007,ratatouille,2007,6
2024-09-10T08:39:26,107320,avatar+2009,avatar,2009,22
2024-09-10T08:39:26,113068,the+dark+knight+rises+2012,the dark knight rises,2012,55
2024-09-10T08:39:26,22649,samurai+rebellion+1967,samurai rebellion,1967,10
2024-09-10T08:39:26,63503,three+sailors+and+a+girl+1953,three sailors and a girl,1953,10
2024-09-10T08:39:26,65234,captives+1994,captives,1994,40
2024-09-10T08:39:26,1572,the+passenger+1975,the passenger,1975,66
2024-09-10T08:39:26,65196,conan+the+barbarian+1982,conan the barbarian,1982,72
2024-09-10T08:39:26,123820,slasher+2004,slasher,2004,19
2024-09-10T08:39:26,73585,penguins+of+madagascar+2014,penguins of madagascar,2014,26
2024-09-10T08:39:26,124211,i+as+in+icarus+1979,i as in icarus,1979,35
2024-09-10T08:39:26,149609,the+entity+1982,the entity,1982,45
2024-09-10T08:39:26,28202,midway+1976,midway,1976,76
2024-09-10T08:39:26,29109,frenchmen+2003,frenchmen,2003,27
2024-09-10T08:39:26,124665,ordinary+decent+criminal+2000,ordinary decent criminal,2000,90
2024-09-10T08:39:26,60670,my+name+is+khan+2010,my name is khan,2010,57
2024-09-10T08:39:26,35782,mansfield+park+1999,mansfield park,1999,56
2024-09-10T08:39:26,22964,adventureland+2009,adventureland,2009,84
2024-09-10T08:39:26,57835,little+accidents+2015,little accidents,2015,66
2024-09-10T08:39:26,49620,no+country+for+old+men+2007,no country for old men,2007,45
2024-09-10T08:39:26,4836,monty+python+and+the+holy+grail+1975,monty python and the holy grail,1975,56
2024-09-10T08:39:26,22743,whiplash+2014,whiplash,2014,96
2024-09-10T08:39:26,2927,and+then+there+were+none+1945,and then there were none,1945,73
2024-09-10T08:39:26,140020,go+for+zucker+2005,go for zucker,2005,79
2024-09-10T08:39:26,2214,dry+summer+1963,dry summer,1963,83
2024-09-10T08:39:27,40671,terminator+3+rise+of+the+machines+2003,terminator 3 rise of the machines,2003,18
2024-09-10T08:39:27,99706,frankenstein+1931,frankenstein,1931,56
2024-09-10T08:39:27,6654,the+sky+dragon+1949,the sky dragon,1949,50
2024-09-10T08:39:27,40553,fury+2014,fury,2014,87
2024-09-10T08:39:27,89035,all+the+presidents+men+1976,all the presidents men,1976,62
2024-09-10T08:39:27,122697,the+lord+of+the+rings+the+two+towers+2002,the lord of the rings the two towers,2002,114
2024-09-10T08:39:27,101888,the+prey+2011,the prey,2011,91
2024-09-10T08:39:27,84869,reservoir+dogs+1992,reservoir dogs,1992,74
2024-09-10T08:39:27,137047,it+felt+like+love+2013,it felt like love,2013,50
2024-09-10T08:39:27,4816,shutter+island+2010,shutter island,2010,119
2024-09-10T08:39:27,140848,castle+in+the+sky+1986,castle in the sky,1986,23
2024-09-10T08:39:27,9668,the+wolf+of+wall+street+2013,the wolf of wall street,2013,142
2024-09-10T08:39:27,116172,harry+potter+and+the+deathly+hallows+part+1+2010,harry potter and the deathly hallows part 1,2010,46
2024-09-10T08:39:27,112246,the+day+the+earth+stood+still+1951,the day the earth stood still,1951,34
2024-09-10T08:39:27,137385,the+shining+1980,the shining,1980,62
2024-09-10T08:39:27,796,big+hero+6+2014,big hero 6,2014,40
2024-09-10T08:39:27,74218,interstellar+2014,interstellar,2014,108
2024-09-10T08:39:27,52753,the+sons+of+katie+elder+1965,the sons of katie elder,1965,34
2024-09-10T08:39:27,21357,airplane+1980,airplane,1980,56
2024-09-10T08:39:27,139205,hue+and+cry+1947,hue and cry,1947,81
2024-09-10T08:39:27,77139,presumed+innocent+1990,presumed innocent,1990,23
2024-09-10T08:39:27,143551,leon+the+professional+1994,leon the professional,1994,7
2024-09-10T08:39:27,80627,gentlemen+of+fortune+1971,gentlemen of fortune,1971,36
2024-09-10T08:39:27,111438,oh_+susanna+1936,oh_ susanna,1936,40
2024-09-10T08:39:27,121062,wrong+turn+5+bloodlines+2012,wrong turn 5 bloodlines,2012,48
2024-09-10T08:39:27,23089,tracers+2015,tracers,2015,19
2024-09-10T08:39:27,27597,i+am+trying+to+break+your+heart+2002,i am trying to break your heart,2002,9
2024-09-10T08:39:27,26429,the+men+who+stare+at+goats+2009,the men who stare at goats,2009,36
2024-09-10T08:39:27,119381,goliath+awaits+1981,goliath awaits,1981,126
2024-09-10T08:39:27,149295,the+crying+game+1992,the crying game,1992,54
2024-09-10T08:39:27,50624,an+evening+with+kevin+smith+2+evening+harder+2006,an evening with kevin smith 2 evening harder,2006,213
2024-09-10T08:39:27,88452,the+hours+2002,the hours,2002,42
2024-09-10T08:39:27,62739,open+grave+2013,open grave,2013,74
2024-09-10T08:39:27,47399,a+christmas+story+1983,a christmas story,1983,54
2024-09-10T08:39:27,45340,anne+of+the+thousand+days+1969,anne of the thousand days,1969,38
2024-09-10T08:39:27,102573,the+delivery+1999,the delivery,1999,43
2024-09-10T08:39:27,121005,star+wars+1977,star wars,1977,107
2024-09-10T08:39:27,9761,the+hole+2009,the hole,2009,67
2024-09-10T08:39:27,52748,mother+knows+best+1997,mother knows best,1997,69
2024-09-10T08:39:27,108543,mozart+and+the+whale+2005,mozart and the whale,2005,10
2024-09-10T08:39:27,145536,investigation+of+a+citizen+above+suspicion+1970,investigation of a citizen above suspicion,1970,89
2024-09-10T08:39:28,148865,high+heels+1991,high heels,1991,40
2024-09-10T08:39:28,85109,the+gunman+2015,the gunman,2015,62
2024-09-10T08:39:28,49466,fur+an+imaginary+portrait+of+diane+arbus+2006,fur an imaginary portrait of diane arbus,2006,35
2024-09-10T08:39:28,61295,r.s.v.p.+2002,r.s.v.p.,2002,81
2024-09-10T08:39:28,20595,heat+1995,heat,1995,76
2024-09-10T08:39:28,52455,the+maze+runner+2014,the maze runner,2014,41
2024-09-10T08:39:28,44364,shine+1996,shine,1996,102
2024-09-10T08:39:28,24114,grease+1978,grease,1978,48
2024-09-10T08:39:28,18219,ladyhawke+1985,ladyhawke,1985,108
2024-09-10T08:39:28,80047,me+two+2008,me two,2008,57
2024-09-10T08:39:28,112306,m+1931,m,1931,10
2024-09-10T08:39:28,131942,seventh+son+2014,seventh son,2014,22
2024-09-10T08:39:28,72057,not+my+day+2014,not my day,2014,92
2024-09-10T08:39:28,57815,i+am+not+a+hipster+2013,i am not a hipster,2013,46
2024-09-10T08:39:28,87172,walle+2008,walle,2008,73
2024-09-10T08:39:28,52779,fury+2014,fury,2014,91
2024-09-10T08:39:28,147789,iron+man+3+2013,iron man 3,2013,128
2024-09-10T08:39:28,144921,dragon+hunters+2008,dragon hunters,2008,69
2024-09-10T08:39:28,33363,kaboom+2010,kaboom,2010,36
2024-09-10T08:39:28,109919,paper+lion+1968,paper lion,1968,87
2024-09-10T08:39:28,15429,flash+gordon+1936,flash gordon,1936,55
2024-09-10T08:39:28,68390,three+brothers+1981,three brothers,1981,36
2024-09-10T08:39:28,118864,the+princess+of+montpensier+2010,the princess of montpensier,2010,5
2024-09-10T08:39:28,143554,the+holy+mountain+1973,the holy mountain,1973,10
2024-09-10T08:39:28,26101,the+selfish+giant+2013,the selfish giant,2013,70
2024-09-10T08:39:28,103842,the+goonies+1985,the goonies,1985,19
2024-09-10T08:39:28,33487,batman+the+dark+knight+returns_+part+1+2012,batman the dark knight returns_ part 1,2012,54
2024-09-10T08:39:28,14831,x-men+origins+wolverine+2009,x-men origins wolverine,2009,23
2024-09-10T08:39:28,68124,perfect+blue+1997,perfect blue,1997,58
2024-09-10T08:39:28,124955,the+wedding+banquet+1993,the wedding banquet,1993,80
2024-09-10T08:39:28,132608,frozen+2013,frozen,2013,73
2024-09-10T08:39:28,134089,allan+quatermain+and+the+lost+city+of+gold+1986,allan quatermain and the lost city of gold,1986,69
2024-09-10T08:39:28,55359,maleficent+2014,maleficent,2014,91
