user_id,age,occupation,gender
41515,34,college/grad student,M
41541,31,other or not specified,M
41548,34,scientist,M
8782,28,academic/educator,M
41550,27,K-12 student,M
8792,26,self-employed,M
41564,30,tradesman/craftsman,M
41567,29,college/grad student,M
41569,31,executive/managerial,M
41586,21,sales/marketing,M
8822,34,self-employed,M
41602,25,college/grad student,M
41611,30,scientist,M
8847,28,other or not specified,M
8851,27,executive/managerial,M
41648,27,sales/marketing,M
8881,28,college/grad student,M
41658,33,college/grad student,F
8899,33,college/grad student,M
41667,33,executive/managerial,M
8909,30,homemaker,M
8911,34,self-employed,M
8912,30,other or not specified,M
41684,41,homemaker,F
8923,30,scientist,M
41697,28,executive/managerial,M
8934,25,self-employed,F
41710,25,college/grad student,F
8943,34,sales/marketing,M
41734,27,academic/educator,F
8988,25,college/grad student,M
41759,32,sales/marketing,M
9007,32,executive/managerial,M
9010,27,executive/managerial,M
41779,26,technician/engineer,M
9044,30,college/grad student,M
41818,31,sales/marketing,M
9059,59,artist,M
9073,31,college/grad student,M
41851,30,executive/managerial,M
41856,33,college/grad student,M
9116,31,clerical/admin,M
9119,27,homemaker,M
41899,33,college/grad student,M
41902,32,college/grad student,M
41904,34,college/grad student,M
9152,32,college/grad student,M
9153,33,other or not specified,M
41921,10,K-12 student,M
9158,27,sales/marketing,M
41943,33,self-employed,M
41944,35,academic/educator,M
9182,21,scientist,F
41973,33,college/grad student,M
9207,25,sales/marketing,M
42003,32,scientist,M
9242,29,other or not specified,M
9257,25,college/grad student,M
42029,30,sales/marketing,M
42048,26,academic/educator,F
9291,28,clerical/admin,M
9299,26,technician/engineer,M
42084,30,executive/managerial,M
9321,31,executive/managerial,M
42091,30,scientist,F
9325,32,sales/marketing,F
9326,28,college/grad student,F
9323,29,self-employed,M
9352,31,college/grad student,F
9355,33,retired,M
42127,27,retired,M
9370,27,self-employed,M
42150,26,scientist,M
9383,34,executive/managerial,M
42158,34,other or not specified,F
42166,50,executive/managerial,M
42176,31,college/grad student,M
9423,34,scientist,M
42194,27,scientist,M
9428,28,college/grad student,M
42191,29,self-employed,F
42204,52,writer,M
42211,26,other or not specified,F
42212,29,college/grad student,M
9450,28,executive/managerial,M
42222,54,academic/educator,M
9465,24,sales/marketing,M
42240,29,executive/managerial,M
9476,23,college/grad student,M
42261,29,programmer,M
42275,31,other or not specified,M
9510,25,lawyer,M
9514,27,sales/marketing,M
42284,29,scientist,M
42291,30,college/grad student,M
42295,26,executive/managerial,M
42305,34,college/grad student,F
9558,28,executive/managerial,M
42328,26,sales/marketing,M
9565,29,programmer,M
42337,27,scientist,M
9574,32,college/grad student,F
42351,34,college/grad student,M
9586,26,homemaker,M
42358,32,college/grad student,M
9599,24,sales/marketing,M
9600,83,executive/managerial,M
42374,43,technician/engineer,M
9610,50,executive/managerial,M
9616,27,executive/managerial,M
42387,25,college/grad student,M
42389,26,scientist,M
42395,25,executive/managerial,M
42408,32,scientist,M
42431,29,academic/educator,M
42445,28,college/grad student,M
9685,29,college/grad student,M
42454,31,sales/marketing,M
42455,34,self-employed,M
9687,27,retired,F
9690,37,writer,M
9697,60,executive/managerial,M
9703,28,executive/managerial,M
42472,29,academic/educator,F
9706,32,academic/educator,M
42483,30,sales/marketing,M
42488,26,executive/managerial,M
42525,29,college/grad student,M
42545,32,executive/managerial,M
9777,55,other or not specified,M
42552,26,executive/managerial,M
9794,25,executive/managerial,M
9810,31,homemaker,F
9822,27,self-employed,F
42591,28,college/grad student,M
9854,26,college/grad student,M
42627,37,other or not specified,F
9861,33,college/grad student,M
9868,31,college/grad student,M
9869,31,college/grad student,M
42644,29,retired,M
9884,29,executive/managerial,M
9888,33,executive/managerial,M
9900,27,executive/managerial,M
9911,30,executive/managerial,M
42686,28,scientist,M
42692,30,artist,M
42693,27,executive/managerial,M
42700,26,self-employed,F
9951,25,college/grad student,M
9962,27,college/grad student,M
9967,50,academic/educator,M
42738,32,K-12 student,F
9972,33,other or not specified,M
9981,24,sales/marketing,M
9996,12,scientist,M
42782,30,executive/managerial,M
10028,33,academic/educator,F
10034,26,college/grad student,M
10036,28,executive/managerial,F
42812,29,academic/educator,M
10046,30,technician/engineer,M
42819,27,college/grad student,M
10059,20,clerical/admin,M
10063,18,academic/educator,F
10065,30,scientist,M
10077,32,executive/managerial,M
10083,26,sales/marketing,M
42854,29,sales/marketing,M
42855,29,other or not specified,F
10086,33,artist,F
10089,30,college/grad student,M
10098,30,artist,F
42866,20,sales/marketing,M
10104,28,self-employed,M
10105,26,college/grad student,F
10122,33,other or not specified,M
42893,28,homemaker,M
10129,26,sales/marketing,M
10130,27,executive/managerial,M
10131,26,sales/marketing,M
42904,34,self-employed,M
10140,28,sales/marketing,M
10149,28,self-employed,M
10151,26,sales/marketing,M
10159,25,sales/marketing,M
42930,33,college/grad student,F
10168,30,technician/engineer,M
10172,33,college/grad student,M
42961,27,sales/marketing,M
42964,32,self-employed,F
42970,33,scientist,M
42988,25,college/grad student,M
42998,34,scientist,M
10233,23,college/grad student,M
43005,31,college/grad student,M
10244,29,executive/managerial,M
10245,45,technician/engineer,M
43015,27,college/grad student,M
10259,33,college/grad student,M
43031,32,college/grad student,M
10267,27,executive/managerial,M
10273,34,executive/managerial,M
43053,32,college/grad student,M
10299,28,executive/managerial,M
43089,29,executive/managerial,M
10349,80,scientist,F
10348,21,K-12 student,M
10357,26,academic/educator,F
10367,29,executive/managerial,M
10373,19,college/grad student,M
10387,27,artist,M
10412,32,sales/marketing,M
43183,28,executive/managerial,M
10416,33,college/grad student,M
43198,27,college/grad student,M
10437,34,clerical/admin,F
10438,32,college/grad student,M
43217,38,sales/marketing,M
43239,33,other or not specified,M
10498,34,scientist,M
43271,42,executive/managerial,M
10506,28,scientist,M
10512,32,executive/managerial,M
10530,29,scientist,M
10548,27,other or not specified,M
43322,30,college/grad student,M
10571,30,sales/marketing,M
43341,28,college/grad student,M
43342,39,other or not specified,M
10583,27,college/grad student,F
43365,29,scientist,M
43367,26,college/grad student,M
43374,26,college/grad student,M
10610,28,academic/educator,F
10615,30,homemaker,M
43404,27,homemaker,F
10656,25,scientist,M
43425,31,college/grad student,M
43429,34,executive/managerial,M
43433,33,clerical/admin,M
43439,8,K-12 student,M
43454,32,other or not specified,M
43457,20,college/grad student,M
10692,8,self-employed,M
43461,31,executive/managerial,M
10724,24,sales/marketing,M
43503,30,college/grad student,M
10736,28,executive/managerial,M
10742,25,college/grad student,M
43514,34,college/grad student,M
10747,27,college/grad student,M
43518,28,sales/marketing,M
43527,33,scientist,M
43531,31,self-employed,M
43534,22,sales/marketing,M
10769,33,college/grad student,M
43540,29,executive/managerial,M
10796,26,self-employed,M
10797,34,executive/managerial,M
10815,30,sales/marketing,M
10819,25,college/grad student,M
10830,28,self-employed,M
43604,18,scientist,M
10857,27,self-employed,F
43637,18,scientist,M
10875,34,college/grad student,M
43652,26,executive/managerial,M
10888,32,executive/managerial,M
10920,22,sales/marketing,M
10952,27,executive/managerial,M
43727,33,academic/educator,F
10961,21,self-employed,M
10978,32,college/grad student,M
10980,28,executive/managerial,M
43749,26,scientist,M
10996,36,other or not specified,M
11016,26,sales/marketing,M
11024,9,K-12 student,M
43817,32,retired,F
43822,28,college/grad student,M
11061,33,college/grad student,M
11062,33,executive/managerial,M
43854,32,college/grad student,F
11088,34,sales/marketing,M
11094,27,sales/marketing,F
43864,32,sales/marketing,M
11117,27,sales/marketing,M
11131,33,college/grad student,M
11139,27,self-employed,F
43908,29,other or not specified,M
43915,25,college/grad student,M
43914,24,sales/marketing,M
43925,21,scientist,M
11165,28,self-employed,M
43936,10,K-12 student,M
43939,26,other or not specified,M
11180,33,other or not specified,M
43949,34,college/grad student,M
43958,33,sales/marketing,M
11201,33,other or not specified,M
11222,30,other or not specified,F
11230,25,clerical/admin,M
11232,21,homemaker,M
44021,31,self-employed,M
11262,28,executive/managerial,M
44033,25,academic/educator,M
44036,25,sales/marketing,M
44061,29,homemaker,M
11303,30,academic/educator,F
11311,31,executive/managerial,M
44079,29,customer service,M
11343,30,sales/marketing,M
44112,25,college/grad student,M
11347,32,executive/managerial,M
44125,34,college/grad student,M
44126,27,college/grad student,M
11367,32,executive/managerial,M
11370,26,other or not specified,M
11373,28,college/grad student,M
11377,32,executive/managerial,M
44147,27,other or not specified,F
11396,29,college/grad student,M
44166,18,executive/managerial,M
11401,31,sales/marketing,M
44176,29,self-employed,M
44191,21,scientist,M
11424,33,artist,F
11434,29,sales/marketing,M
44214,30,sales/marketing,F
44235,18,K-12 student,M
44242,29,self-employed,M
11478,25,college/grad student,M
44264,27,sales/marketing,M
11499,33,executive/managerial,M
11502,21,executive/managerial,M
11512,26,college/grad student,M
11545,31,college/grad student,M
44317,40,scientist,M
11550,28,scientist,M
11551,44,executive/managerial,M
11549,26,self-employed,M
44353,18,K-12 student,M
44377,19,sales/marketing,M
11616,26,executive/managerial,M
44384,38,clerical/admin,M
11624,33,college/grad student,M
11629,28,college/grad student,M
11647,25,sales/marketing,M
44417,29,executive/managerial,F
11664,22,sales/marketing,M
44445,32,scientist,M
44451,31,college/grad student,M
11689,27,self-employed,M
11691,30,college/grad student,M
11695,27,college/grad student,M
44471,18,scientist,M
44479,33,scientist,M
11732,32,college/grad student,M
11738,29,college/grad student,M
11739,29,executive/managerial,M
44512,31,executive/managerial,M
44524,30,homemaker,M
11759,32,executive/managerial,M
11770,53,executive/managerial,M
11771,30,college/grad student,F
11790,34,college/grad student,M
44559,31,college/grad student,M
11816,30,college/grad student,M
11828,29,college/grad student,M
44598,25,programmer,M
11833,28,other or not specified,M
44619,36,academic/educator,F
44643,30,sales/marketing,M
11877,21,K-12 student,M
44649,26,scientist,M
44665,30,scientist,M
11900,37,sales/marketing,M
11910,31,college/grad student,M
11935,90,executive/managerial,M
44703,27,scientist,M
44741,27,homemaker,M
11979,27,executive/managerial,M
44747,25,K-12 student,M
44757,31,scientist,M
12018,26,college/grad student,M
12037,30,sales/marketing,M
12038,34,lawyer,M
12043,29,executive/managerial,M
12054,27,scientist,M
12077,32,executive/managerial,M
44867,26,self-employed,M
44868,32,executive/managerial,M
12115,33,self-employed,F
44886,25,college/grad student,M
44904,30,executive/managerial,M
44909,30,other or not specified,M
44915,34,executive/managerial,M
44916,26,college/grad student,M
44923,25,retired,M
44926,25,self-employed,F
44933,32,executive/managerial,M
44936,25,executive/managerial,M
44937,25,other or not specified,M
12178,25,other or not specified,M
12194,31,college/grad student,F
44980,26,college/grad student,M
44985,31,sales/marketing,M
12222,33,college/grad student,M
44996,38,sales/marketing,M
45013,31,executive/managerial,M
45020,26,self-employed,M
45031,27,sales/marketing,F
45043,28,sales/marketing,M
45053,29,other or not specified,M
45056,31,college/grad student,M
45058,33,technician/engineer,M
12291,18,sales/marketing,M
45059,30,other or not specified,M
12299,32,homemaker,M
45071,30,clerical/admin,M
12307,30,college/grad student,M
45094,27,college/grad student,M
45107,32,K-12 student,M
45115,25,self-employed,F
45116,18,K-12 student,M
45145,25,executive/managerial,M
12400,33,sales/marketing,F
45187,49,self-employed,F
12422,61,academic/educator,F
12440,32,scientist,M
12458,27,executive/managerial,M
45236,41,executive/managerial,M
12473,31,homemaker,M
45247,27,K-12 student,M
45250,21,homemaker,M
45267,28,sales/marketing,M
45327,27,technician/engineer,M
12562,31,scientist,M
45333,27,self-employed,M
45336,59,executive/managerial,M
45340,37,college/grad student,M
12577,29,homemaker,F
12586,39,self-employed,F
12588,31,programmer,M
12596,32,clerical/admin,M
45392,34,college/grad student,M
12639,31,homemaker,F
45413,26,college/grad student,M
45416,27,tradesman/craftsman,M
45418,29,sales/marketing,M
45448,77,technician/engineer,M
12698,26,other or not specified,M
12699,27,programmer,M
12700,25,artist,M
12704,26,scientist,M
12765,32,executive/managerial,M
45552,26,college/grad student,M
12790,29,scientist,M
45573,28,self-employed,M
12813,26,executive/managerial,M
45584,25,artist,F
12830,33,executive/managerial,M
12854,29,college/grad student,M
45624,33,executive/managerial,M
12874,31,college/grad student,M
45646,18,sales/marketing,M
12880,31,executive/managerial,M
12878,29,executive/managerial,M
45653,62,retired,M
12910,25,executive/managerial,M
45693,32,homemaker,M
45697,27,academic/educator,M
12933,32,scientist,M
45752,27,artist,F
45770,34,executive/managerial,M
45778,30,executive/managerial,M
13025,22,sales/marketing,M
13049,27,sales/marketing,M
45822,34,college/grad student,M
45828,29,self-employed,M
45829,26,scientist,M
13060,31,customer service,F
45853,27,homemaker,M
13105,31,college/grad student,M
13118,30,scientist,M
45886,32,homemaker,M
13153,30,executive/managerial,M
13163,28,sales/marketing,M
45938,25,other or not specified,M
13171,34,academic/educator,M
45940,29,other or not specified,M
13210,31,college/grad student,M
45993,25,college/grad student,M
46005,34,sales/marketing,M
46008,31,college/grad student,M
13241,27,scientist,M
46010,33,executive/managerial,M
13242,25,college/grad student,M
46018,29,college/grad student,M
46019,34,academic/educator,F
13254,33,homemaker,M
46022,33,executive/managerial,M
46042,28,scientist,M
46043,26,executive/managerial,M
46058,19,college/grad student,M
13293,28,sales/marketing,M
13308,26,college/grad student,M
13314,30,executive/managerial,M
13316,29,executive/managerial,M
13325,21,sales/marketing,M
13344,26,other or not specified,M
13357,29,K-12 student,M
13364,32,scientist,M
46136,26,sales/marketing,M
46142,38,executive/managerial,M
13381,29,college/grad student,M
46159,30,college/grad student,M
13397,32,K-12 student,M
13415,24,K-12 student,M
46185,28,clerical/admin,M
46221,17,K-12 student,M
46227,28,academic/educator,M
13459,41,self-employed,M
13467,29,other or not specified,M
46235,32,artist,M
13480,28,college/grad student,M
13494,36,clerical/admin,M
13500,32,sales/marketing,M
46280,29,self-employed,M
13512,22,K-12 student,M
46296,66,retired,F
46306,33,executive/managerial,M
13553,32,college/grad student,M
13555,20,artist,M
46329,25,executive/managerial,F
13566,26,scientist,M
13569,18,self-employed,M
46344,29,college/grad student,M
13594,29,college/grad student,F
46363,26,college/grad student,M
13596,31,executive/managerial,M
13620,29,college/grad student,M
13636,30,college/grad student,M
46406,28,academic/educator,F
46417,21,college/grad student,M
46430,26,college/grad student,M
13668,27,college/grad student,M
13669,28,college/grad student,F
46450,27,executive/managerial,M
13715,22,artist,M
13725,31,artist,M
13726,34,clerical/admin,F
13730,38,artist,M
13740,28,executive/managerial,M
13746,18,K-12 student,M
13749,28,executive/managerial,F
13750,27,academic/educator,F
13763,31,sales/marketing,M
46543,32,executive/managerial,M
13775,33,self-employed,F
46546,32,college/grad student,M
13785,32,college/grad student,F
46567,33,self-employed,M
13808,30,college/grad student,M
46578,29,executive/managerial,M
46589,29,sales/marketing,M
13825,12,artist,F
46600,28,college/grad student,M
13835,85,retired,M
13838,25,artist,M
46606,13,K-12 student,M
46610,32,scientist,M
46614,37,technician/engineer,M
46613,50,academic/educator,M
46635,25,college/grad student,M
13869,32,scientist,M
46637,33,retired,M
13881,26,college/grad student,M
13896,27,technician/engineer,M
46669,26,executive/managerial,M
46671,31,other or not specified,M
46678,28,college/grad student,M
46690,30,programmer,M
13928,33,college/grad student,F
13934,27,college/grad student,M
13936,40,executive/managerial,M
46726,26,self-employed,M
13969,32,college/grad student,M
13972,31,executive/managerial,M
13981,54,doctor/health care,F
46751,32,sales/marketing,M
13984,28,executive/managerial,M
13993,25,executive/managerial,M
13994,31,other or not specified,F
14000,25,executive/managerial,M
14010,32,executive/managerial,M
14017,33,college/grad student,F
14021,31,self-employed,M
46791,34,college/grad student,M
46801,30,college/grad student,F
46837,31,self-employed,M
46861,30,college/grad student,M
14111,26,college/grad student,F
14115,26,sales/marketing,F
14116,34,self-employed,M
46898,18,K-12 student,M
14156,29,college/grad student,M
14160,31,self-employed,M
14161,21,self-employed,M
46931,24,sales/marketing,M
14165,31,executive/managerial,M
46946,18,homemaker,M
46955,31,other or not specified,F
14203,25,executive/managerial,M
46984,42,academic/educator,F
14245,34,executive/managerial,M
14297,30,executive/managerial,F
47066,25,executive/managerial,M
14319,32,scientist,F
14328,26,sales/marketing,M
47120,30,sales/marketing,M
14366,18,other or not specified,M
14368,33,college/grad student,M
47137,31,self-employed,F
14400,29,executive/managerial,M
47169,34,college/grad student,M
14412,30,executive/managerial,M
47191,32,self-employed,M
14424,32,academic/educator,F
14427,35,academic/educator,M
47211,23,sales/marketing,M
14454,34,sales/marketing,M
47223,30,college/grad student,M
47234,31,college/grad student,M
14467,27,college/grad student,M
14483,30,college/grad student,M
14499,25,executive/managerial,M
47276,25,executive/managerial,M
47281,25,other or not specified,F
14515,25,college/grad student,M
47284,33,scientist,M
14522,29,other or not specified,M
47295,25,other or not specified,M
47297,20,scientist,M
47315,33,academic/educator,M
14568,25,executive/managerial,M
47339,28,college/grad student,M
14577,21,homemaker,M
14587,27,college/grad student,M
47371,25,executive/managerial,M
14621,21,homemaker,F
14629,29,other or not specified,M
47397,30,sales/marketing,M
14632,25,executive/managerial,M
47410,31,scientist,M
14643,29,college/grad student,M
14646,23,scientist,M
47415,25,college/grad student,M
14652,31,college/grad student,M
47423,34,college/grad student,M
47433,27,college/grad student,M
47435,34,college/grad student,F
47438,26,college/grad student,M
47481,30,other or not specified,M
47485,33,college/grad student,M
14717,27,college/grad student,M
14721,31,executive/managerial,M
14727,32,college/grad student,M
14729,30,sales/marketing,M
14730,31,scientist,F
47498,37,executive/managerial,M
47501,26,executive/managerial,M
14736,26,academic/educator,M
47505,34,college/grad student,F
14751,25,college/grad student,M
47527,25,homemaker,M
47538,28,executive/managerial,M
14771,34,scientist,M
47540,33,self-employed,M
47548,26,college/grad student,M
14781,25,college/grad student,M
47562,22,sales/marketing,M
47580,29,college/grad student,F
47588,30,college/grad student,M
14824,32,college/grad student,M
47594,21,K-12 student,M
47605,28,K-12 student,M
14837,21,scientist,M
14844,29,executive/managerial,M
47615,26,scientist,M
47625,30,executive/managerial,M
47651,27,sales/marketing,M
47664,27,college/grad student,M
47667,39,executive/managerial,M
14922,21,K-12 student,M
47694,32,homemaker,F
47701,34,scientist,M
47704,29,college/grad student,M
47706,30,sales/marketing,M
14943,33,scientist,M
47713,33,executive/managerial,M
14947,25,customer service,M
47726,34,executive/managerial,M
47734,24,programmer,M
47741,29,college/grad student,M
14973,28,college/grad student,M
47742,32,executive/managerial,M
47751,31,college/grad student,M
14988,30,college/grad student,M
14991,26,college/grad student,M
47763,32,homemaker,F
47770,45,academic/educator,F
15031,28,programmer,M
15033,18,homemaker,F
15034,28,executive/managerial,M
47834,32,other or not specified,M
47848,36,sales/marketing,F
47855,24,college/grad student,M
47861,26,executive/managerial,M
15095,32,homemaker,M
47869,58,self-employed,F
47867,29,scientist,F
15108,25,artist,F
15130,26,self-employed,M
15131,28,doctor/health care,M
15143,28,college/grad student,M
47925,31,scientist,M
47940,28,college/grad student,M
15175,33,K-12 student,M
15183,19,college/grad student,F
47958,30,college/grad student,M
47959,26,executive/managerial,M
15194,31,sales/marketing,M
47970,29,college/grad student,M
47971,34,executive/managerial,M
15224,29,self-employed,F
48025,34,sales/marketing,M
48058,32,scientist,M
48067,33,college/grad student,F
15300,32,executive/managerial,M
48079,26,sales/marketing,M
48081,26,other or not specified,F
48080,29,scientist,M
15312,27,sales/marketing,M
48085,18,K-12 student,M
48122,25,executive/managerial,M
48124,26,self-employed,M
48138,33,executive/managerial,M
48157,34,sales/marketing,F
15394,27,technician/engineer,M
15410,55,academic/educator,F
15413,39,other or not specified,M
15450,27,executive/managerial,M
48220,30,college/grad student,M
48229,33,executive/managerial,M
48256,32,executive/managerial,M
48268,33,K-12 student,M
48272,28,executive/managerial,M
48285,28,executive/managerial,M
15522,25,scientist,M
48302,27,executive/managerial,M
15548,27,self-employed,M
48330,29,doctor/health care,M
15563,26,scientist,M
15575,31,executive/managerial,M
48344,47,sales/marketing,M
15581,34,self-employed,M
15593,18,scientist,M
48365,33,sales/marketing,M
48372,22,sales/marketing,M
15608,27,self-employed,M
15620,32,college/grad student,M
15628,25,college/grad student,M
48397,28,scientist,M
48425,19,scientist,M
15668,28,retired,M
15675,29,college/grad student,M
48448,28,executive/managerial,M
15710,33,K-12 student,M
15720,44,executive/managerial,M
48490,34,executive/managerial,M
48494,26,self-employed,M
15736,26,executive/managerial,F
15739,30,college/grad student,M
15744,25,other or not specified,F
48522,31,academic/educator,M
48530,22,college/grad student,M
48531,25,other or not specified,M
15769,28,college/grad student,M
48554,29,homemaker,F
15812,31,artist,M
15816,26,sales/marketing,M
15817,18,K-12 student,F
15819,29,college/grad student,M
48602,32,scientist,M
48604,28,college/grad student,M
48605,33,college/grad student,M
48608,29,executive/managerial,M
15847,42,executive/managerial,M
48637,40,academic/educator,F
48645,42,scientist,F
48648,31,college/grad student,M
15879,25,college/grad student,M
15884,19,K-12 student,M
15887,33,scientist,F
48655,25,college/grad student,M
48668,31,self-employed,M
15899,31,college/grad student,M
48670,24,sales/marketing,M
15907,28,sales/marketing,M
15929,31,self-employed,M
15939,32,clerical/admin,M
48716,26,college/grad student,M
15973,27,college/grad student,M
48752,30,college/grad student,F
15987,31,executive/managerial,M
48758,27,college/grad student,M
48763,28,college/grad student,F
16024,33,other or not specified,F
16029,18,college/grad student,M
16030,33,sales/marketing,M
48807,27,self-employed,M
16042,34,scientist,M
48810,34,executive/managerial,M
16045,32,executive/managerial,M
48816,21,homemaker,M
48819,26,homemaker,M
48837,25,college/grad student,M
48842,24,scientist,M
48849,33,sales/marketing,M
16087,31,executive/managerial,M
48859,31,college/grad student,M
16103,25,executive/managerial,M
48883,34,executive/managerial,M
48891,8,homemaker,M
16127,30,sales/marketing,M
48902,27,K-12 student,M
48905,39,executive/managerial,M
16150,34,executive/managerial,M
16163,33,sales/marketing,M
16166,29,executive/managerial,M
48935,34,sales/marketing,M
16170,28,college/grad student,M
48939,22,scientist,M
16183,32,college/grad student,M
48953,26,academic/educator,F
48966,33,college/grad student,M
16203,26,artist,M
48979,34,executive/managerial,M
16215,31,executive/managerial,M
48989,34,executive/managerial,M
16231,26,artist,M
16240,28,college/grad student,M
49040,30,homemaker,M
49042,28,self-employed,M
16274,32,executive/managerial,M
49049,28,college/grad student,M
16282,26,executive/managerial,M
16294,34,sales/marketing,M
49070,27,other or not specified,M
16302,33,executive/managerial,M
49082,31,executive/managerial,M
49101,28,executive/managerial,M
49108,27,college/grad student,M
16346,34,college/grad student,M
16357,29,scientist,M
16362,25,executive/managerial,M
49134,29,self-employed,M
16367,32,scientist,M
49148,27,executive/managerial,M
16396,33,college/grad student,M
49201,33,sales/marketing,M
49234,33,scientist,M
49250,33,other or not specified,F
16484,34,other or not specified,M
16486,25,college/grad student,F
16504,27,scientist,M
49280,26,sales/marketing,M
16510,32,college/grad student,M
49286,29,college/grad student,M
16531,27,executive/managerial,M
49307,29,clerical/admin,M
16544,27,K-12 student,M
16562,29,homemaker,M
16572,30,executive/managerial,M
49351,26,college/grad student,F
49352,32,college/grad student,M
49353,44,executive/managerial,M
49359,25,executive/managerial,M
16600,29,college/grad student,M
16610,28,executive/managerial,M
16617,22,scientist,M
49395,31,programmer,M
49401,32,college/grad student,M
49402,27,homemaker,F
16651,34,college/grad student,M
49424,33,homemaker,M
49425,31,K-12 student,M
49430,30,college/grad student,M
49433,33,college/grad student,M
16668,27,executive/managerial,M
49444,25,college/grad student,F
49454,33,scientist,F
16687,30,sales/marketing,M
16690,18,K-12 student,M
16696,34,sales/marketing,M
49473,29,K-12 student,M
16712,33,college/grad student,F
16725,29,other or not specified,F
49494,29,other or not specified,M
16744,31,college/grad student,M
16749,28,self-employed,F
16753,25,sales/marketing,M
49527,29,college/grad student,M
49539,30,self-employed,M
16787,27,college/grad student,F
16789,31,college/grad student,M
49562,42,clerical/admin,M
16797,21,K-12 student,M
49570,32,executive/managerial,M
16820,28,executive/managerial,M
49594,25,college/grad student,M
16832,26,homemaker,M
49601,31,other or not specified,M
49605,22,homemaker,M
16842,31,other or not specified,M
16853,27,homemaker,F
16862,25,executive/managerial,M
16874,25,other or not specified,M
16879,33,executive/managerial,M
49650,30,clerical/admin,M
16893,30,scientist,M
49682,55,academic/educator,F
49683,27,scientist,M
49688,25,self-employed,M
16926,53,homemaker,F
16948,26,artist,M
16957,28,college/grad student,M
16964,32,college/grad student,M
16974,28,K-12 student,M
16978,31,clerical/admin,F
16985,37,executive/managerial,M
49763,31,executive/managerial,M
17002,30,college/grad student,M
49785,26,scientist,M
49799,27,college/grad student,M
17037,25,executive/managerial,F
49808,32,college/grad student,F
17043,23,college/grad student,M
17065,27,other or not specified,M
49834,34,executive/managerial,M
17066,27,college/grad student,M
17074,33,scientist,M
17081,29,scientist,F
49850,34,sales/marketing,M
17085,33,scientist,M
17095,81,retired,F
17119,33,self-employed,M
49898,26,homemaker,F
49902,27,other or not specified,M
17136,34,K-12 student,M
17146,29,college/grad student,M
17155,33,college/grad student,M
17165,31,other or not specified,M
17188,29,executive/managerial,M
17190,18,sales/marketing,M
17191,26,executive/managerial,M
17199,33,college/grad student,M
17225,32,college/grad student,M
17230,30,college/grad student,M
50011,31,scientist,M
17266,26,college/grad student,F
17288,29,scientist,M
17306,30,executive/managerial,M
50075,25,college/grad student,M
50079,29,college/grad student,M
50083,33,scientist,M
50089,34,scientist,M
17330,30,college/grad student,M
50116,29,college/grad student,M
17355,34,homemaker,M
17367,21,K-12 student,M
50148,27,college/grad student,M
50163,29,college/grad student,F
50171,33,executive/managerial,M
50174,30,college/grad student,M
50176,26,college/grad student,M
50177,29,college/grad student,M
50178,30,scientist,M
17415,25,executive/managerial,M
50191,33,college/grad student,M
17425,27,academic/educator,M
17455,47,sales/marketing,M
17456,34,academic/educator,M
50236,20,K-12 student,M
50239,31,college/grad student,M
17488,31,sales/marketing,M
17506,32,executive/managerial,M
50280,28,college/grad student,M
50290,28,sales/marketing,M
17532,44,executive/managerial,M
50302,31,executive/managerial,M
17534,29,executive/managerial,M
50310,33,college/grad student,M
17543,33,self-employed,M
50320,28,college/grad student,M
50337,31,scientist,M
17581,29,college/grad student,M
50377,26,college/grad student,F
50386,26,college/grad student,M
50398,31,sales/marketing,M
17629,28,executive/managerial,M
17632,25,college/grad student,M
17634,30,college/grad student,M
17641,33,scientist,M
17642,32,college/grad student,M
17643,27,other or not specified,F
17652,25,executive/managerial,M
17655,33,executive/managerial,M
50424,29,college/grad student,M
17659,31,college/grad student,M
50437,29,executive/managerial,M
17677,26,other or not specified,M
17685,31,other or not specified,M
50454,21,K-12 student,F
17687,34,college/grad student,F
50466,25,sales/marketing,M
50472,29,executive/managerial,M
17744,31,executive/managerial,M
50513,30,college/grad student,M
17759,33,college/grad student,M
17776,25,scientist,M
50545,32,sales/marketing,M
17780,29,executive/managerial,M
17784,28,homemaker,M
50554,30,executive/managerial,M
50556,34,college/grad student,M
50574,29,sales/marketing,M
17810,37,executive/managerial,F
50589,34,academic/educator,F
50594,23,scientist,M
17834,45,other or not specified,M
50605,31,self-employed,M
17842,30,sales/marketing,M
17847,29,other or not specified,F
50619,26,scientist,M
50629,83,doctor/health care,F
17864,18,scientist,M
17870,26,college/grad student,M
17877,32,sales/marketing,M
50657,27,executive/managerial,M
17894,30,other or not specified,M
50669,25,sales/marketing,M
50681,25,executive/managerial,M
50686,30,college/grad student,M
50687,29,homemaker,M
17923,56,retired,F
17933,33,college/grad student,M
50706,34,self-employed,M
50709,26,executive/managerial,M
17943,28,executive/managerial,F
17958,33,college/grad student,M
17972,33,college/grad student,M
50748,29,executive/managerial,M
17984,30,college/grad student,M
50764,22,college/grad student,M
18012,32,executive/managerial,M
50786,19,artist,M
50795,33,scientist,M
18050,25,scientist,M
50823,22,sales/marketing,M
50825,30,college/grad student,M
50830,21,artist,F
50839,30,college/grad student,M
18097,28,academic/educator,M
18128,27,college/grad student,M
50909,25,self-employed,M
50922,28,scientist,M
50927,30,college/grad student,M
18160,27,college/grad student,M
18165,28,sales/marketing,F
50934,19,K-12 student,M
